0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58
"STN
Code",,Monitoring Location,"Type
Water
Body",State Name,"Temperature
(°C)",,"Dissolved O2
(mg/L)",,pH,,"Conductivity
(µmhos/cm)",,"BOD
(mg/L)",,,"Nitrate N +
Nitrite N
(mg/L)",,,"Fecal Coliform
(MPN/100ml)",,"Total Coliform
(MPN/100ml)",,,"Fecal
Streptococci
(MPN/100ml)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,Min Max,,Min Max,,Min Max,,Min Max,,Min Max,,Min Max,,,,Min Max,,Min Max,,Min Max,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10047,,"CHENNAI WATERWAYS AT
OTTERI NULLAH (ORIGIN)",DRAIN,TAMIL NADU,25,32,0.3,0.3,6.3,7.2,1243,2670,9.0,192.0,0.32,,1.14,,20,2400,460,9200,-,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10048,,"CHENNAI WATERWAYS AT
OTTERI NULLAH (KILPAUK
GARDEN)",DRAIN,TAMIL NADU,25,32,0.3,0.3,6.6,7.5,1156,2300,13.0,69.0,0.32,,4.68,,40,1300,340,5400,-,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10051,,"CHENNAI WATERWAYS AT
BUCKINGHAM CANAL X
OTTERI NULLAH CONFLUENCE
(GMR VASAVI INDUSTRIES)",DRAIN,TAMIL NADU,25,32,0.3,0.3,6.8,7.2,985,1992,9.0,67.0,0.32,,7.20,,40,460,230,2200,-,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10056,,"CHENNAI WATERWAYS AT
MAMBALAM DRAIN (GOLF
COURSE)",DRAIN,TAMIL NADU,25,29,0.3,1.2,6.7,7.5,624,1535,9.0,72.0,0.32,,3.65,,18,790,140,1700,-,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3054,,"RIVER GODAVARI - OUTLET
OF ASH POND EFFLUENTS OF
M/S.NTPC, RAMAGUNDAM",DRAIN,TELANGANA,25,31,3.3,6.4,8.0,11.4,881,1455,1.1,3.0,0.30,,3.02,,2,2,17,63,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4665,,"RIVER MANERU (TRIBUTARY
OF GODAVARI) - OUTLET OF
KTPP ASH POND JOINING TO
MORANCHA VAGU, CHELPUR
(V), GHANPUR (MULUGU)
(M), , JAYASHANKAR
BHUPALAPALLI DISTRICT",DRAIN,TELANGANA,23,29,4.2,6.2,6.7,8.5,262,975,1.0,2.4,0.30,,2.20,,2,4,13,110,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Water Quality Data of Canals under NWMP-2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"STN
Code",,Monitoring Location,"Type
Water
Body","State
Name","Temperature
(°C)",,,,,,"Dissolved
O2 (mg/L)",,,,,,pH,,,,,,"Conductivity
(µmhos/cm)",,,,,,"BOD
(mg/L)",,,,,,,Nitrate N +,,,,,"Fecal Coliform
(MPN/100ml)",,,,,,"Total Coliform
(MPN/100ml)",,,,,,,Fecal,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nitrite N,,,,,,,,,,,,,,,,,,Streptococci,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(mg/L),,,,,,,,,,,,,,,,,,(MPN/100ml),,,,
,,,,,,Min,,,Max,,,Min,,,Max,,,Min,,,Max,,,Min,,,Max,,,Min,,,Max,,,Min,,,Max,,,Min,,,Max,,,Min,,,Max,,,Min,,,Max,
2354,,"SAMARLA KOTA CANAL,SAMARLA
KOTA (V & M)",CANAL,"ANDHRA
PRADESH",24,,,26,,,2.5,,,6.5,,,7.17,,,8.08,,,209,,,550,,,2.6,,,4,,,0.32,,,2.68,,,7,,,43,,,120,,,460,,,-,,,-,,
3051,,"BUDAMERU CANAL NEAR BDG AT
NH-5, KEESARAPALLI (V),
GANNAVARAM (M)",CANAL,"ANDHRA
PRADESH",24,,,24,,,2.2,,,6,,,7.14,,,7.72,,,1130,,,1825,,,4.2,,,9,,,2.69,,,6.91,,,3,,,972,,,440,,,4800,,,2,,,410,,
4356,,"ELERU CANAL, NEAR PHARMA
CITY,THADI (V),PARAVADA (M)",CANAL,"ANDHRA
PRADESH",26,,,29,,,5.1,,,8.2,,,7.35,,,8.43,,,260,,,509,,,1.7,,,3.4,,,0.39,,,2.23,,,3,,,15,,,93,,,460,,,-,,,-,,
4370,,"KRISHNA CANAL AT HANUMAN
NAGAR, NEAR SAIBABA TEMPLE,
ELURU",CANAL,"ANDHRA
PRADESH",18,,,30,,,3.5,,,7.7,,,7.36,,,8.47,,,202,,,2990,,,2.1,,,4.2,,,0.32,,,3.82,,,7,,,21,,,120,,,460,,,-,,,-,,
4374,,"GOSTTA NADI- VELPURU CANAL
AT HANUMAN TEMPLE,
DOWNSTREAM OF TANUKU
TOWN, TANUKU",CANAL,"ANDHRA
PRADESH",18,,,32,,,3.8,,,7.9,,,7.23,,,8.32,,,193,,,1797,,,1.9,,,5.6,,,0.52,,,2.73,,,4,,,21,,,120,,,460,,,-,,,-,,
1479,,"WESTERN YAMUNA CANAL AT
HAIDERPUR WATER WORKS,
DELHI",CANAL,DELHI,-,,,-,,,-,,,-,,,7,,,7.8,,,-,,,-,,,-,,,-,,,0.3,,,0.9,,,-,,,-,,,-,,,-,,,-,,,-,,
2057,,"AGRA CANAL, MADANPUR
KHADAR, DELHI",CANAL,DELHI,-,,,-,,,0.3,,,0.3,,,7.2,,,7.51,,,-,,,-,,,60,,,70,,,-,,,-,,,380000,,,7000000,,,-,,,-,,,-,,,-,,
2265,,"CANAL UP STREAM OF CUNCOLIM
INDL.EST. CUNCOLIM, SALCETE (1
KM FROM M/S NICOMENT
INDUSTRIES)",CANAL,GOA,27,,,30,,,4.4,,,8.9,,,5.94,,,7.51,,,42,,,440,,,1,,,1.9,,,0.32,,,0.51,,,220,,,1400,,,270,,,2100,,,94,,,220,,
2266,,"CANAL DOWNSTREAM OF
CUNCOLIM INDL.EST. CUNCOLIM,
SALCETE (NEAR RAILWAY BRIDGE)",CANAL,GOA,27,,,30,,,6.2,,,9.5,,,5.75,,,7.59,,,49,,,1002,,,1,,,1.9,,,0.32,,,1.34,,,170,,,1700,,,220,,,2400,,,23,,,350,,
2268,,"CUMBARJUA CANAL
CORLIM(DISCHARGE POINT OF
SYNGENTA LIMITED)",CANAL,GOA,27,,,30,,,4.1,,,7.5,,,6.14,,,7.6,,,90,,,44720,,,1,,,2.3,,,0.32,,,2.57,,,230,,,2300,,,330,,,3300,,,22,,,490,,
2073,,"NARMADA MAIN CANAL, NR.
VILLAGE. LIMBADIA, DIST.
GANDHINAGAR.NARMADA
CANAL AT LIMBADIYA",CANAL,GUJARAT,26,,,31,,,5.2,,,7.4,,,7.5,,,8.2,,,262,,,1600,,,1,,,2,,,0.4,,,0.74,,,2,,,4,,,6,,,21,,,-,,,-,,
2074,,"TAPI CANAL AT VILLAGE
UMARWADA, NEAR GIDC ESTATE
OF PANOLI.AT VILLAGE
UMARVADA, TA: ANKLESHWAR,
DIST BHARUCH",CANAL,GUJARAT,27,,,35,,,6.9,,,8.1,,,7.88,,,8.4,,,350,,,540,,,1,,,1.1,,,0.3,,,0.4,,,2,,,46,,,20,,,110,,,-,,,-,,
4421,,"FROM NARMADA MAIN CANAL
AT INDORAHMEDABAD HIGHWAY
BRIDGE NEAR VILLAGE
MOTIKANTADI TAL, GODHRA,
DIST PANCHMAHALNARMADA",CANAL,GUJARAT,23,,,29,,,7.1,,,8.3,,,7.13,,,8.46,,,305,,,528,,,1,,,1,,,0.32,,,1.17,,,2,,,4,,,11,,,27,,,-,,,-,,
,Water Quality Data of Canals under NWMP-2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"STN
Code",,Monitoring Location,"Type
Water
Body","State
Name","Temperature
(°C)",,,,,,"Dissolved
O2 (mg/L)",,,,,,pH,,,,,,"Conductivity
(µmhos/cm)",,,,,,"BOD
(mg/L)",,,,,,,Nitrate N +,,,,,"Fecal Coliform
(MPN/100ml)",,,,,,"Total Coliform
(MPN/100ml)",,,,,,,Fecal,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nitrite N,,,,,,,,,,,,,,,,,,Streptococci,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(mg/L),,,,,,,,,,,,,,,,,,(MPN/100ml),,,,
,,,,,,Min,,,Max,,,Min,,,Max,,,Min,,,Max,,,Min,,,Max,,,Min,,,Max,,,Min,,,Max,,,Min,,,Max,,,Min,,,Max,,,Min,,,Max,
,,"MAIN CANAL AT INDOR-
AHMEDABAD HIGHWAY, VILLAGE
MOTI KANTADI, TAL. GODHRA,
DIST.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1109,,"WESTERN YAMUNA CANAL WC-
1(Y.NAGAR)100M D/S AFTER
RECEIVING IND.&SEW.EFFL",CANAL,HARYANA,-,,,-,,,6.9,,,6.9,,,7.06,,,7.06,,,307,,,307,,,4.2,,,4.2,,,0.3,,,0.3,,,-,,,-,,,100,,,100,,,-,,,-,,
1110,,"WESTERN YAMUNA CANAL WC-2
(NEAR KARNA LAKE)G.T.ROAD
KARNAL",CANAL,HARYANA,-,,,-,,,6,,,8.6,,,6.71,,,8.46,,,265,,,386,,,3.8,,,4.6,,,0.3,,,0.3,,,100,,,4000,,,400,,,21200,,,-,,,-,,
1111,,"WESTERN YAMUNA CANAL C-3
DELHI BRANCH AT R.D.245250",CANAL,HARYANA,-,,,-,,,7,,,8.1,,,7.17,,,7.83,,,261,,,2380,,,2.4,,,5.2,,,0.3,,,0.3,,,100,,,300,,,500,,,900,,,-,,,-,,
1112,,"WESTERN YAMUNA CANAL C-4
BEFORE ENTER INTO DELHI
BRANCH, R.D.282628",CANAL,HARYANA,-,,,-,,,6.8,,,7.6,,,7.76,,,7.92,,,282,,,612,,,2.4,,,3.6,,,0.02,,,0.3,,,100,,,200,,,600,,,700,,,-,,,-,,
1114,,"WESTERN YAMUNA CANAL WC-6
SIRSA BRANCH AT RD.BRIDGE
JIND KAITHAL ROAD",CANAL,HARYANA,-,,,-,,,6.1,,,7.2,,,7.1,,,8.3,,,586,,,786,,,4.6,,,7,,,-,,,-,,,45,,,110,,,480,,,1200,,,-,,,-,,
1115,,"WESTERN YAMUNA CANAL C-7
DELHI PARALLEL BRANCH AT
KHUBRU FALL RD-145250",CANAL,HARYANA,-,,,-,,,7.2,,,7.2,,,7.77,,,7.77,,,281,,,281,,,3.2,,,3.2,,,0.3,,,0.3,,,200,,,200,,,800,,,800,,,-,,,-,,
1116,,"WESTERN YAMUNA CANAL WC-4
DELHI PARALLEL BRANCH AT
PANIPAT",CANAL,HARYANA,-,,,-,,,7.2,,,8,,,7.27,,,7.9,,,256,,,302,,,1.2,,,4.2,,,0.3,,,0.3,,,300,,,6500,,,800,,,25300,,,-,,,-,,
1419,,"GURGAON CANAL, GC-1, (NEAR
BADARPUR BORDER)",CANAL,HARYANA,16,,,32,,,4.7,,,5.5,,,7.2,,,7.9,,,850,,,1340,,,18,,,27,,,-,,,-,,,7000,,,9000,,,40000,,,64000,,,-,,,-,,
1886,,"WESTERN YAMUNA CANAL AT
TAJEWALA",CANAL,HARYANA,-,,,-,,,7.2,,,7.2,,,6.99,,,6.99,,,309,,,309,,,4.8,,,4.8,,,0.3,,,0.3,,,-,,,-,,,100,,,100,,,-,,,-,,
2056,,"WESTERN YAMUNA CANAL AT
DAMLA D/S OF YAMUNA NAGAR",CANAL,HARYANA,-,,,-,,,6.1,,,6.7,,,7.34,,,8.19,,,210,,,816,,,3.8,,,4.5,,,0.3,,,0.3,,,100,,,6900,,,800,,,9200,,,-,,,-,,
3034,,"WESTERN YAMUNA CANAL-
KHUBRU OUTFALL",CANAL,HARYANA,-,,,-,,,6.3,,,7.6,,,7.32,,,7.79,,,251,,,289,,,2.5,,,3.5,,,0.3,,,0.3,,,100,,,500,,,600,,,800,,,-,,,-,,
4858,,"AGRA CANAL AT VILLAGE
MANDKOLA IN NUH DIST.",CANAL,HARYANA,19,,,32,,,5.1,,,6.2,,,7.1,,,7.7,,,1510,,,1920,,,17,,,25,,,-,,,-,,,6700,,,9800,,,7000,,,92000,,,-,,,-,,
4859,,"CONFLUENCE OF SOUTHERN
GHAGGAR CANAL, SHERANWALI
PARALLEL GHAGGAR CANAL AND
HISAR GHAGGAR DRAIN",CANAL,HARYANA,-,,,-,,,5.4,,,6.4,,,7.6,,,8.5,,,514,,,2260,,,5.7,,,31,,,-,,,-,,,580,,,86000,,,4200,,,150000,,,-,,,-,,
3461,,CANOLI CANAL AT ERANJIKKAL,CANAL,KERALA,26,,,30,,,4,,,7,,,6.6,,,7.6,,,112,,,43880,,,1,,,3.7,,,0.3,,,0.6,,,630,,,3800,,,920,,,5400,,,10,,,230,,
3467,,"UNTHITHODU AT ELOOR,
ERNAKULAM",CANAL,KERALA,25,,,29,,,0.8,,,6.6,,,6.6,,,9.3,,,175,,,14000,,,1.3,,,3.6,,,0.3,,,3.63,,,2300,,,112000,,,4600,,,140000,,,150,,,6300,,
3469,,"PALAKKATTUTHAZHAMTHODU AT
PERUMBAVOOR, ERNAKULAM",CANAL,KERALA,26,,,30,,,3.5,,,6.3,,,6.3,,,8.8,,,72,,,175,,,1.3,,,3.8,,,0.3,,,0.64,,,1700,,,400000,,,5400,,,430000,,,150,,,4000,,
,Water Quality Data of Canals under NWMP-2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"STN
Code",,Monitoring Location,"Type
Water
Body","State
Name","Temperature
(°C)",,,,,,"Dissolved
O2 (mg/L)",,,,,,pH,,,,,,"Conductivity
(µmhos/cm)",,,,,,"BOD
(mg/L)",,,,,,,Nitrate N +,,,,,"Fecal Coliform
(MPN/100ml)",,,,,,"Total Coliform
(MPN/100ml)",,,,,,,Fecal,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nitrite N,,,,,,,,,,,,,,,,,,Streptococci,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(mg/L),,,,,,,,,,,,,,,,,,(MPN/100ml),,,,
,,,,,,Min,,,Max,,,Min,,,Max,,,Min,,,Max,,,Min,,,Max,,,Min,,,Max,,,Min,,,Max,,,Min,,,Max,,,Min,,,Max,,,Min,,,Max,
2836,,"MORAMBAMARINE CANAL NEAR
PRESBYTERIAN CHURCH,
TOKPACHING",CANAL,MANIPUR,15,,,27,,,7,,,7.4,,,7.2,,,7.5,,,130,,,225,,,2.5,,,3.4,,,-,,,-,,,20,,,45,,,50,,,75,,,-,,,-,,
2428,,"TALADANDA CANAL AT JOBRA(
ORIGIN OF TALADANDA CANAL)",CANAL,ODISHA,27,,,30,,,7.6,,,8.5,,,7.5,,,8.2,,,154,,,201,,,1.1,,,1.4,,,0.32,,,0.62,,,230,,,1300,,,2200,,,3500,,,-,,,-,,
2429,,"TALADANDA CANAL AT
NAUBAZAR, CUTTACK CITY",CANAL,ODISHA,26,,,29,,,7.2,,,7.9,,,7.2,,,8.1,,,150,,,189,,,1.1,,,1.7,,,0.45,,,0.72,,,4600,,,160000,,,17000,,,160000,,,-,,,-,,
2430,,"TALADANDA CANAL AT
ATHARABANKI(WATER INTAKE
POINT OF PPL, IFFCO & PPT)",CANAL,ODISHA,23,,,32,,,2.2,,,10,,,6.9,,,8.5,,,166,,,447,,,1.2,,,3.7,,,0.32,,,1.44,,,220,,,24000,,,1400,,,54000,,,-,,,-,,
3950,,TALADANDA CANAL AT RANIHAT,CANAL,ODISHA,27,,,30,,,7.4,,,8.3,,,7.4,,,8.2,,,150,,,193,,,1.1,,,1.8,,,0.35,,,0.62,,,2700,,,13000,,,4000,,,92000,,,-,,,-,,
3951,,"TALADANDA CANAL AT
CHHATRABAZAR",CANAL,ODISHA,27,,,31,,,7.4,,,7.9,,,7.3,,,8.1,,,148,,,194,,,1.1,,,1.5,,,0.32,,,0.72,,,330,,,17000,,,330,,,54000,,,-,,,-,,
3952,,TALADANDA CANAL AT BIRIBATI,CANAL,ODISHA,26,,,29,,,7,,,7.8,,,7.1,,,8,,,155,,,196,,,1.1,,,1.6,,,0.32,,,0.72,,,78,,,7900,,,210,,,35000,,,-,,,-,,
3958,,PURI CANAL AT HANSAPAL,CANAL,ODISHA,22,,,29,,,6.3,,,10.9,,,7.1,,,8.5,,,165,,,250,,,1.1,,,2.3,,,0.32,,,0.62,,,220,,,13000,,,490,,,28000,,,-,,,-,,
3959,,PURI CANAL AT JAGANNATHPUR,CANAL,ODISHA,22,,,30,,,6.1,,,10.3,,,6.6,,,7.6,,,161,,,244,,,1.1,,,2.8,,,0.32,,,0.72,,,130,,,7000,,,1300,,,22000,,,-,,,-,,
3960,,PURI CANAL AT CHANDANPUR,CANAL,ODISHA,23,,,33,,,5.4,,,7.1,,,7.2,,,8.5,,,162,,,238,,,1.1,,,2.4,,,0.32,,,0.38,,,330,,,2400,,,1100,,,7900,,,-,,,-,,
2932,,"NARMADA MAIN CANAL (BEFORE
ENTERING IN RAJASTHAN STATE),
TEHSIL SANCHORE, JALORE,
RAJASTHAN",CANAL,RAJASTHAN,20,,,27,,,4.5,,,6.6,,,7.66,,,9.1,,,224,,,660,,,1.4,,,2,,,1.6,,,2.12,,,5,,,26,,,16,,,31,,,2,,,38,,
2933,,"GANG CANAL AT KHAKKA HEAR
NEAR HINDUMAL KOT,
GANGANAGAR, RAJASTHAN",CANAL,RAJASTHAN,12,,,35,,,4.6,,,6,,,7.5,,,8.6,,,254,,,550,,,1.2,,,1.8,,,0.89,,,2.76,,,46,,,79,,,110,,,170,,,21,,,27,,
2934,,"MASITAWALA HEAD
HANUMANGARH",CANAL,RAJASTHAN,13,,,35,,,4.8,,,6,,,7.43,,,8.66,,,301,,,488,,,1.2,,,1.8,,,0.96,,,3.98,,,34,,,94,,,120,,,150,,,11,,,22,,
4773,,"INDIRA GANDHI FEEDER AT
RAJASTHAN BORDER, TEHSIL-
TIBI,",CANAL,RAJASTHAN,13,,,35,,,4.9,,,6.2,,,7.38,,,7.9,,,293,,,513,,,1,,,1.9,,,1.76,,,2.8,,,43,,,84,,,120,,,170,,,20,,,27,,
30022,,"INDIRA GANDHI CANAL AT SIRSA
HANUMANGARH (RAJASTHAN)",CANAL,RAJASTHAN,17,,,28,,,6.4,,,10.6,,,7,,,8,,,328,,,353,,,1,,,8,,,0.96,,,1.6,,,200,,,21000,,,2600,,,280000,,,33,,,79,,
10049,,"CHENNAI WATERWAYS AT
CAPTAIN COTTON CANAL
(ERUKANJERI)",CANAL,"TAMIL
NADU",28,,,32,,,0.3,,,0.3,,,6.76,,,7.36,,,897,,,1791,,,8,,,63,,,0.32,,,6.45,,,40,,,230,,,260,,,1300,,,-,,,-,,
10054,,"CHENNAI WATERWAYS AT
BUCKINGHAM CANAL (ICE
HOUSE)",CANAL,"TAMIL
NADU",25,,,32,,,0.3,,,0.3,,,6.59,,,7.59,,,797,,,1658,,,10,,,75,,,0.32,,,1.52,,,45,,,250,,,220,,,1400,,,-,,,-,,
1729,,"KATAKHAL CANAL AT NEAR
PRAGATI VIDYABHAWAN,
AGARTALA, TRIPURA",CANAL,TRIPURA,18,,,33,,,1.1,,,1.6,,,5.55,,,6.71,,,303,,,476,,,48,,,88,,,19.4,,,43.1,,,920,,,2500,,,3800,,,6800,,,-,,,-,,
3387,,"GILATALI CANAL, WEST TRIPURA",CANAL,TRIPURA,19,,,30,,,5.2,,,6.8,,,6.97,,,7.89,,,128,,,184,,,1.1,,,1.9,,,0.9,,,2.2,,,21,,,58,,,94,,,210,,,-,,,-,,
3388,,"PALATANA CANAL AT D/S OF
POLLUTION OUTFALL, SOUTH
TRIPURA",CANAL,TRIPURA,20,,,31,,,5.2,,,6.2,,,7.05,,,7.57,,,141,,,194,,,1.2,,,2.1,,,0.8,,,2.2,,,27,,,63,,,130,,,280,,,-,,,-,,
,Water Quality Data of Canals under NWMP-2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"STN
Code",,Monitoring Location,"Type
Water
Body","State
Name","Temperature
(°C)",,,,,,"Dissolved
O2 (mg/L)",,,,,,pH,,,,,,"Conductivity
(µmhos/cm)",,,,,,"BOD
(mg/L)",,,,,,,Nitrate N +,,,,,"Fecal Coliform
(MPN/100ml)",,,,,,"Total Coliform
(MPN/100ml)",,,,,,,Fecal,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nitrite N,,,,,,,,,,,,,,,,,,Streptococci,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(mg/L),,,,,,,,,,,,,,,,,,(MPN/100ml),,,,
,,,,,,Min,,,Max,,,Min,,,Max,,,Min,,,Max,,,Min,,,Max,,,Min,,,Max,,,Min,,,Max,,,Min,,,Max,,,Min,,,Max,,,Min,,,Max,
3389,,"GHANDHA CHARRA CANAL AT
DOMBURNAGAR, DHALAI",CANAL,TRIPURA,19,,,30,,,5.4,,,6.6,,,7.01,,,7.48,,,138,,,194,,,1.1,,,1.9,,,0.8,,,1.8,,,17,,,47,,,79,,,240,,,-,,,-,,
3390,,"SAMANU CHARRA CANAL AT
CHAWMANU, DHALAI",CANAL,TRIPURA,19,,,30,,,5.2,,,6.2,,,6.9,,,7.69,,,129,,,188,,,1.1,,,1.9,,,0.8,,,1.9,,,22,,,58,,,84,,,240,,,-,,,-,,
4198,,CHANDRAPUR CANAL,CANAL,TRIPURA,19,,,32,,,5.2,,,6.3,,,7.05,,,7.89,,,138,,,199,,,1.3,,,2.4,,,1,,,2.8,,,34,,,63,,,130,,,350,,,-,,,-,,
4199,,KATAKHAL CANAL AT KALIKAPUR,CANAL,TRIPURA,20,,,32,,,1.8,,,4.6,,,6.54,,,6.99,,,174,,,271,,,6.6,,,16,,,2.6,,,6.9,,,58,,,94,,,120,,,430,,,-,,,-,,
2512,,"NOAI CANAL NORTH 24
PARGANAS, NEAR GANGA NAGAR
MOTIBRIDGE",CANAL,"WEST
BENGAL",18,,,35,,,0.3,,,0.3,,,7.3,,,8.23,,,791,,,2713,,,15.3,,,67,,,0.3,,,0.3,,,230000,,,5400000,,,790000,,,9200000,,,130000,,,920000,,
2513,,"KHARDA CANAL NORTH 24
PARGANAS, NEAR JAYSHREE
CHEMICAL INDUSTRY",CANAL,"WEST
BENGAL",23,,,33,,,0.3,,,0.9,,,7.14,,,7.65,,,743,,,998,,,41.2,,,140,,,0.3,,,0.7,,,7900000,,,54000000,,,13000000,,,92000000,,,490000,,,9200000,,
"STN
Code",Monitoring Location,"Type
Water
Body",State Name,"Temperature
(°C)",,,,,,,Dissolved,,,,,pH,,,,,,"Conductivity
(µmho/cm)",,,,,,BOD (mg/L),,,,,,"NitrateN
(mg/L)",,,,,,"Fecal Coliform
(MPN/100ml)",,,,,,"Total Coliform
(MPN/100ml)",,,,,,,Fecal,,,,,
,,,,,,,,,,,Oxygen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Streptococci,,,,,
,,,,,,,,,,,(mg/L),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(MPN/100ml),,,,,
,,,,,Min,,,Max,,,Min,,,Max,,,Min,,,Max,,,Min,,,Max,,,Min,,,Max,,,Min,,,Max,,,Min,,,Max,,,Min,,,Max,,,Min,,,Max,,
4369,"COLLING WATER BLOW
DOWNS FROM
ANDHRA SUGARS LTD.,
KOVVUR, BEFORE
JOINING RIVER
GODAVARI",DRAIN,ANDHRA PRADESH,25,,,32,,,5.8,,,7.2,,,6.8,,,7.9,,,249,,,482,,,1.2,,,2.6,,,0.3,,,2.1,,,3,,,14,,,21,,,150,,,,,,,,,
3052,"GUNTATHIPPA DRAIN
B/C WITH RIVES CANAL
AT RAMAVARAPPADU,
VIJAYAWADA TOWN",DRAIN,ANDHRA PRADESH,22,,,25,,,0.3,,,1.8,,,6.9,,,7.9,,,1548,,,2280,,,17.8,,,37.0,,,5.5,,,8.8,,,440,,,470,,,2300,,,5200,,,21,,,240,,,
2355,"TEKI DRAIN AT
TALLAREVU,
TALLAREVU (V & M),
BEFORE JOINING
CORINGA WILDLIFE
SANCTUARY",DRAIN,ANDHRA PRADESH,24,,,26,,,3.4,,,6.4,,,6.7,,,7.8,,,488,,,19470,,,2.8,,,5.8,,,1.1,,,3.2,,,7,,,15,,,120,,,460,,,,,,,,,
3053,"TULIA BAGH DRAIN AT
MATLAPALEM (V),
VEMULAVADA (M)",DRAIN,ANDHRA PRADESH,24,,,26,,,4.9,,,6.9,,,6.7,,,7.6,,,525,,,24500,,,2.4,,,3.6,,,0.8,,,3.3,,,3,,,20,,,75,,,460,,,4,,,4,,,
20004,"STP AT
RAJAHMUNDRY",STP,ANDHRA PRADESH,,,,,,,6.4,,,7.2,,,6.5,,,7.6,,,574,,,1573,,,10.0,,,14.0,,,3.0,,,9.4,,,9,,,21,,,150,,,460,,,,,,,,,
2047,"N-CHOE (ATTAWA
CHOE),
CHANDIGARH(EXIT
POINT)",DRAIN,CHANDIGARH,15,,,29,,,0.3,,,8.8,,,7.1,,,7.8,,,150,,,793,,,3.0,,,118.0,,,0.9,,,4.3,,,330,,,260000,,,1100,,,940000,,,,,,,,,
2048,"PATIALA KI RAO,
CHANDIGARH(EXIT
POINT)",DRAIN,CHANDIGARH,14,,,30,,,0.3,,,2.8,,,7.5,,,7.9,,,756,,,900,,,35.0,,,254.0,,,1.5,,,3.2,,,70000,,,7000000,,,170000,,,70000000,,,,,,,,,
2049,"SUKHNA CHOE,
CHANDIGARH(EXIT
POINT)",DRAIN,CHANDIGARH,14,,,32,,,0.3,,,0.3,,,7.0,,,7.9,,,784,,,1254,,,35.0,,,262.0,,,0.9,,,2.9,,,110000,,,1700000,,,220000,,,11000000,,,,,,,,,
5268,ABU FAZAL DRAIN,DRAIN,DELHI,,,,,,,,,,,,,7.1,,,7.6,,,,,,,,,40.0,,,54.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
"STN
Code",Monitoring Location,"Type
Water
Body",State Name,"Temperature
(°C)",,,,,,,Dissolved,,,,,pH,,,,,,"Conductivity
(µmho/cm)",,,,,,BOD (mg/L),,,,,,"NitrateN
(mg/L)",,,,,,"Fecal Coliform
(MPN/100ml)",,,,,,"Total Coliform
(MPN/100ml)",,,,,,,Fecal,,,,,
,,,,,,,,,,,Oxygen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Streptococci,,,,,
,,,,,,,,,,,(mg/L),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(MPN/100ml),,,,,
,,,,,Min,,,Max,,,Min,,,Max,,,Min,,,Max,,,Min,,,Max,,,Min,,,Max,,,Min,,,Max,,,Min,,,Max,,,Min,,,Max,,,Min,,,Max,,
1505,"BARAPULA DRAIN,
DELHI",DRAIN,DELHI,,,,,,,,,,,,,7.2,,,7.9,,,,,,,,,37.0,,,76.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
